operating_point_id,split,case_id,family_id,oracle_class,oracle_lag_frames,classification,reason,reported_lag_frames,signed_primary_correlation,primary_abs_correlation,primary_plateau_width_frames,peak_ratio_value,peak_ratio_kind,false_valid,wrong_lag_valid,false_ambiguous,false_invalid,correct_outcome
OP-A-permissive,calibration,calibration-multi-transient-v1-20,multi-transient-v1,unique,29,valid,accepted,29,-1.0,1.0,1,320.14026910710714,finite,False,False,False,False,True
OP-A-permissive,calibration,calibration-multi-transient-v1-21,multi-transient-v1,unique,64,valid,accepted,64,1.0,1.0,1,416.2669144645463,finite,False,False,False,False,True
OP-A-permissive,calibration,calibration-exact-silence-v1-22,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,calibration,calibration-exact-silence-v1-23,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,calibration,calibration-short-sync-v1-24,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,calibration,calibration-short-sync-v1-25,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,calibration,calibration-constant-plateau-v1-26,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-A-permissive,calibration,calibration-constant-plateau-v1-27,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-00,rademacher-noise-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,9.86122544682046,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-01,rademacher-noise-v1,unique,-23,valid,accepted,-23,1.0,1.0,1,9.01576123337813,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-02,rademacher-noise-v1,unique,0,valid,accepted,0,1.0,1.0,1,15.457142857142857,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-03,rademacher-noise-v1,unique,41,valid,accepted,41,1.0,1.0,1,11.002711973958649,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-04,rademacher-noise-v1,unique,64,valid,accepted,64,1.0,1.0,1,10.810984338065698,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-05,rademacher-noise-v1,unique,41,valid,accepted,41,-1.0,1.0,1,13.296296296296296,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-06,rademacher-noise-v1,unique,-23,valid,accepted,-23,1.0,1.0,1,9.481732532297485,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-07,rademacher-noise-v1,unique,41,valid,accepted,41,0.9996227357340475,0.9996227357340475,1,10.575669687069812,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-08,rademacher-noise-v1,unique,41,valid,accepted,41,0.9817130884381389,0.9817130884381389,1,10.741280193087118,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-09,rademacher-noise-v1,unique,41,valid,accepted,41,0.8680077928493317,0.8680077928493317,1,7.853787634103364,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-rademacher-noise-v1-10,rademacher-noise-v1,unique,41,valid,accepted,8,0.4183300132670378,0.4183300132670378,1,1.2716131487209466,finite,True,True,False,False,False
OP-A-permissive,holdout,holdout-integer-chirp-v1-11,integer-chirp-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,2.5185564166965837,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-integer-chirp-v1-12,integer-chirp-v1,unique,-23,valid,accepted,-23,-1.0,1.0,1,3.1000963118258733,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-integer-chirp-v1-13,integer-chirp-v1,unique,41,valid,accepted,41,1.0,1.0,1,3.352692962166505,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-integer-chirp-v1-14,integer-chirp-v1,unique,64,valid,accepted,64,1.0,1.0,1,3.484030596831212,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-harmonic-comb-v1-15,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-harmonic-comb-v1-16,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-harmonic-comb-v1-17,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-repeated-block-v1-18,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-repeated-block-v1-19,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-repeated-block-v1-20,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-A-permissive,holdout,holdout-near-silence-v1-21,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,holdout,holdout-near-silence-v1-22,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,holdout,holdout-near-silence-v1-23,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,holdout,holdout-short-sync-offset-v1-24,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,holdout,holdout-short-sync-offset-v1-25,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-A-permissive,holdout,holdout-tapered-plateau-v1-26,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-A-permissive,holdout,holdout-tapered-plateau-v1-27,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-00,uniform-noise-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,9.042047795969895,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-01,uniform-noise-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,11.235358994475346,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-02,uniform-noise-v1,unique,0,valid,accepted,0,1.0,1.0,1,10.219759603566509,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-03,uniform-noise-v1,unique,29,valid,accepted,29,1.0,1.0,1,9.509335983534989,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-04,uniform-noise-v1,unique,64,valid,accepted,64,1.0,1.0,1,11.758307413448733,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-05,uniform-noise-v1,unique,29,valid,accepted,29,-0.999970505001223,0.999970505001223,1,12.17132953636892,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-06,uniform-noise-v1,unique,-37,valid,accepted,-37,0.9999999999999996,0.9999999999999996,1,9.563437756701472,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-07,uniform-noise-v1,unique,29,valid,accepted,29,0.9998791509714504,0.9998791509714504,1,9.488687815460649,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-08,uniform-noise-v1,unique,29,valid,accepted,29,0.9924645737512189,0.9924645737512189,1,9.44980573485,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-09,uniform-noise-v1,unique,29,valid,accepted,29,0.9140085287401842,0.9140085287401842,1,9.066019113383321,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-uniform-noise-v1-10,uniform-noise-v1,unique,29,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-B-intermediate,calibration,calibration-lfsr-prbs15-v1-11,lfsr-prbs15-v1,unique,-64,valid,accepted,-64,-1.0,1.0,1,7.125778528097056,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-lfsr-prbs15-v1-12,lfsr-prbs15-v1,unique,0,valid,accepted,0,1.0,1.0,1,12.38888888888889,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-lfsr-prbs15-v1-13,lfsr-prbs15-v1,unique,64,valid,accepted,64,-1.0,1.0,1,14.127642329057519,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-lfsr-prbs15-v1-14,lfsr-prbs15-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,11.991384505360163,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-integer-periodic-v1-15,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-integer-periodic-v1-16,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-integer-periodic-v1-17,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-multi-transient-v1-18,multi-transient-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,1.6473737813129585,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-multi-transient-v1-19,multi-transient-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,380.4246830796164,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-multi-transient-v1-20,multi-transient-v1,unique,29,valid,accepted,29,-1.0,1.0,1,320.14026910710714,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-multi-transient-v1-21,multi-transient-v1,unique,64,valid,accepted,64,1.0,1.0,1,416.2669144645463,finite,False,False,False,False,True
OP-B-intermediate,calibration,calibration-exact-silence-v1-22,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,calibration,calibration-exact-silence-v1-23,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,calibration,calibration-short-sync-v1-24,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,calibration,calibration-short-sync-v1-25,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,calibration,calibration-constant-plateau-v1-26,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-B-intermediate,calibration,calibration-constant-plateau-v1-27,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-00,rademacher-noise-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,9.86122544682046,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-01,rademacher-noise-v1,unique,-23,valid,accepted,-23,1.0,1.0,1,9.01576123337813,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-02,rademacher-noise-v1,unique,0,valid,accepted,0,1.0,1.0,1,15.457142857142857,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-03,rademacher-noise-v1,unique,41,valid,accepted,41,1.0,1.0,1,11.002711973958649,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-04,rademacher-noise-v1,unique,64,valid,accepted,64,1.0,1.0,1,10.810984338065698,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-05,rademacher-noise-v1,unique,41,valid,accepted,41,-1.0,1.0,1,13.296296296296296,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-06,rademacher-noise-v1,unique,-23,valid,accepted,-23,1.0,1.0,1,9.481732532297485,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-07,rademacher-noise-v1,unique,41,valid,accepted,41,0.9996227357340475,0.9996227357340475,1,10.575669687069812,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-08,rademacher-noise-v1,unique,41,valid,accepted,41,0.9817130884381389,0.9817130884381389,1,10.741280193087118,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-09,rademacher-noise-v1,unique,41,valid,accepted,41,0.8680077928493317,0.8680077928493317,1,7.853787634103364,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-rademacher-noise-v1-10,rademacher-noise-v1,unique,41,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-B-intermediate,holdout,holdout-integer-chirp-v1-11,integer-chirp-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,2.5185564166965837,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-integer-chirp-v1-12,integer-chirp-v1,unique,-23,valid,accepted,-23,-1.0,1.0,1,3.1000963118258733,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-integer-chirp-v1-13,integer-chirp-v1,unique,41,valid,accepted,41,1.0,1.0,1,6.584155219893156,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-integer-chirp-v1-14,integer-chirp-v1,unique,64,valid,accepted,64,1.0,1.0,1,6.329259817592975,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-harmonic-comb-v1-15,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-harmonic-comb-v1-16,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-harmonic-comb-v1-17,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-repeated-block-v1-18,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-repeated-block-v1-19,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-repeated-block-v1-20,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-B-intermediate,holdout,holdout-near-silence-v1-21,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,holdout,holdout-near-silence-v1-22,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,holdout,holdout-near-silence-v1-23,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,holdout,holdout-short-sync-offset-v1-24,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,holdout,holdout-short-sync-offset-v1-25,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-B-intermediate,holdout,holdout-tapered-plateau-v1-26,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-B-intermediate,holdout,holdout-tapered-plateau-v1-27,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-00,uniform-noise-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,9.042047795969895,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-01,uniform-noise-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,11.235358994475346,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-02,uniform-noise-v1,unique,0,valid,accepted,0,1.0,1.0,1,10.219759603566509,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-03,uniform-noise-v1,unique,29,valid,accepted,29,1.0,1.0,1,9.509335983534989,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-04,uniform-noise-v1,unique,64,valid,accepted,64,1.0,1.0,1,11.758307413448733,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-05,uniform-noise-v1,unique,29,valid,accepted,29,-0.999970505001223,0.999970505001223,1,12.17132953636892,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-06,uniform-noise-v1,unique,-37,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-C-conservative,calibration,calibration-uniform-noise-v1-07,uniform-noise-v1,unique,29,valid,accepted,29,0.9998791509714504,0.9998791509714504,1,9.488687815460649,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-08,uniform-noise-v1,unique,29,valid,accepted,29,0.9924645737512189,0.9924645737512189,1,9.44980573485,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-09,uniform-noise-v1,unique,29,valid,accepted,29,0.9140085287401842,0.9140085287401842,1,9.066019113383321,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-uniform-noise-v1-10,uniform-noise-v1,unique,29,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-C-conservative,calibration,calibration-lfsr-prbs15-v1-11,lfsr-prbs15-v1,unique,-64,valid,accepted,-64,-1.0,1.0,1,7.125778528097056,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-lfsr-prbs15-v1-12,lfsr-prbs15-v1,unique,0,valid,accepted,0,1.0,1.0,1,12.38888888888889,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-lfsr-prbs15-v1-13,lfsr-prbs15-v1,unique,64,valid,accepted,64,-1.0,1.0,1,14.127642329057519,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-lfsr-prbs15-v1-14,lfsr-prbs15-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,11.991384505360163,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-integer-periodic-v1-15,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-integer-periodic-v1-16,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-integer-periodic-v1-17,integer-periodic-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-multi-transient-v1-18,multi-transient-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,1.6473737813129585,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-multi-transient-v1-19,multi-transient-v1,unique,-37,valid,accepted,-37,1.0,1.0,1,380.4246830796164,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-multi-transient-v1-20,multi-transient-v1,unique,29,valid,accepted,29,-1.0,1.0,1,320.14026910710714,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-multi-transient-v1-21,multi-transient-v1,unique,64,valid,accepted,64,1.0,1.0,1,416.2669144645463,finite,False,False,False,False,True
OP-C-conservative,calibration,calibration-exact-silence-v1-22,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,calibration,calibration-exact-silence-v1-23,exact-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,calibration,calibration-short-sync-v1-24,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,calibration,calibration-short-sync-v1-25,short-sync-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,calibration,calibration-constant-plateau-v1-26,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-C-conservative,calibration,calibration-constant-plateau-v1-27,constant-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-00,rademacher-noise-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,9.86122544682046,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-01,rademacher-noise-v1,unique,-23,valid,accepted,-23,1.0,1.0,1,9.01576123337813,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-02,rademacher-noise-v1,unique,0,valid,accepted,0,1.0,1.0,1,15.457142857142857,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-03,rademacher-noise-v1,unique,41,valid,accepted,41,1.0,1.0,1,11.002711973958649,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-04,rademacher-noise-v1,unique,64,valid,accepted,64,1.0,1.0,1,10.810984338065698,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-05,rademacher-noise-v1,unique,41,valid,accepted,41,-1.0,1.0,1,13.296296296296296,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-06,rademacher-noise-v1,unique,-23,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-C-conservative,holdout,holdout-rademacher-noise-v1-07,rademacher-noise-v1,unique,41,valid,accepted,41,0.9996227357340475,0.9996227357340475,1,10.575669687069812,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-08,rademacher-noise-v1,unique,41,valid,accepted,41,0.9817130884381389,0.9817130884381389,1,10.741280193087118,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-09,rademacher-noise-v1,unique,41,valid,accepted,41,0.8680077928493317,0.8680077928493317,1,7.853787634103364,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-rademacher-noise-v1-10,rademacher-noise-v1,unique,41,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,True,False
OP-C-conservative,holdout,holdout-integer-chirp-v1-11,integer-chirp-v1,unique,-64,valid,accepted,-64,1.0,1.0,1,2.5185564166965837,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-integer-chirp-v1-12,integer-chirp-v1,unique,-23,valid,accepted,-23,-1.0,1.0,1,5.378731300752472,finite,False,False,False,False,True
